Date,Open,High,Low,Close
09/13/22, 1598.49, 1598.49, 1526.72, 1531.75
09/12/22, 1595.49, 1620.67, 1593.74, 1598.49
09/09/22, 1519.28, 1596.69, 1519.28, 1595.50
09/08/22, 1506.22, 1524.05, 1488.33, 1519.28
09/07/22, 1493.14, 1510.62, 1459.00, 1506.22
09/06/22, 1486.74, 1511.87, 1482.33, 1493.14
09/02/22, 1479.72, 1522.16, 1479.72, 1486.74
09/01/22, 1524.06, 1524.06, 1456.45, 1479.72
08/31/22, 1548.73, 1548.73, 1519.75, 1524.06
08/30/22, 1610.32, 1610.32, 1543.39, 1548.73
08/29/22, 1613.25, 1632.10, 1593.50, 1610.32
08/26/22, 1646.40, 1662.52, 1612.69, 1613.25
08/25/22, 1597.03, 1646.45, 1597.03, 1646.40
08/24/22, 1605.58, 1605.58, 1575.84, 1597.03
08/23/22, 1550.85, 1615.74, 1550.85, 1605.58
08/22/22, 1578.16, 1578.16, 1543.18, 1550.85
08/19/22, 1619.96, 1619.96, 1569.85, 1578.16
08/18/22, 1611.47, 1625.45, 1611.47, 1619.96
08/17/22, 1646.71, 1646.71, 1604.24, 1611.47
08/16/22, 1628.37, 1654.42, 1628.37, 1646.71
08/15/22, 1653.55, 1653.55, 1598.09, 1628.37
08/12/22, 1634.84, 1658.68, 1626.67, 1653.55
08/11/22, 1631.17, 1669.60, 1631.17, 1634.84
08/10/22, 1595.65, 1635.84, 1595.65, 1631.17
08/09/22, 1573.62, 1595.67, 1572.76, 1595.65
08/08/22, 1563.23, 1601.19, 1563.23, 1573.62
08/05/22, 1533.14, 1580.06, 1521.53, 1563.23
08/04/22, 1515.84, 1550.94, 1505.39, 1533.14
08/03/22, 1532.48, 1534.23, 1510.18, 1515.84
08/02/22, 1553.97, 1553.97, 1506.91, 1532.48
08/01/22, 1569.47, 1569.47, 1539.52, 1553.97
07/29/22, 1531.41, 1573.17, 1531.08, 1569.48
07/28/22, 1510.90, 1536.99, 1504.60, 1531.41
07/27/22, 1472.55, 1515.23, 1457.97, 1510.90
07/26/22, 1476.71, 1480.99, 1456.05, 1472.54
07/25/22, 1429.29, 1481.65, 1429.29, 1476.71
07/22/22, 1463.31, 1486.28, 1423.10, 1429.29
07/21/22, 1442.19, 1463.31, 1426.22, 1463.31
07/20/22, 1445.08, 1445.08, 1423.68, 1442.19
07/19/22, 1404.96, 1447.64, 1404.96, 1445.08
07/18/22, 1384.88, 1436.72, 1384.88, 1404.96
07/15/22, 1358.11, 1384.88, 1344.61, 1384.88
07/14/22, 1417.90, 1417.90, 1341.51, 1358.11
07/13/22, 1397.61, 1426.26, 1383.15, 1417.90
07/12/22, 1398.97, 1421.60, 1381.59, 1397.61
07/11/22, 1427.43, 1427.43, 1390.73, 1398.97
07/08/22, 1437.24, 1451.08, 1412.68, 1427.43
07/07/22, 1377.45, 1452.07, 1377.45, 1437.24
07/06/22, 1384.20, 1385.91, 1345.25, 1377.45
07/05/22, 1431.80, 1431.80, 1350.60, 1384.20
07/01/22, 1441.03, 1443.88, 1389.18, 1431.80
06/30/22, 1476.35, 1476.35, 1417.17, 1441.03
06/29/22, 1497.29, 1508.02, 1457.36, 1476.35
06/28/22, 1509.20, 1540.80, 1491.47, 1497.29
06/27/22, 1494.77, 1523.30, 1494.77, 1509.20
06/24/22, 1441.67, 1494.77, 1441.67, 1494.77
06/23/22, 1475.37, 1478.19, 1419.20, 1441.67
06/22/22, 1535.44, 1535.44, 1459.61, 1475.37
06/21/22, 1533.20, 1560.39, 1533.20, 1535.44
06/17/22, 1549.93, 1557.69, 1511.42, 1533.20
06/16/22, 1623.49, 1623.49, 1535.63, 1549.93
06/15/22, 1593.35, 1639.42, 1589.43, 1623.49
06/14/22, 1606.41, 1621.52, 1580.36, 1593.35
06/13/22, 1699.43, 1699.43, 1589.68, 1606.41
06/10/22, 1741.40, 1741.40, 1683.18, 1699.43
06/09/22, 1823.37, 1823.37, 1741.32, 1741.40
06/08/22, 1900.84, 1900.84, 1815.91, 1823.37
06/07/22, 1865.13, 1901.23, 1851.39, 1900.84
06/06/22, 1848.83, 1871.64, 1847.78, 1865.13
06/03/22, 1874.52, 1874.52, 1835.40, 1848.83
06/02/22, 1830.34, 1882.26, 1830.34, 1874.52
06/01/22, 1832.35, 1851.51, 1802.55, 1830.34
05/31/22, 1873.93, 1874.91, 1827.88, 1832.35
05/27/22, 1831.49, 1874.52, 1831.49, 1873.94
05/26/22, 1783.33, 1839.06, 1783.33, 1831.49
05/25/22, 1759.74, 1790.91, 1741.16, 1783.33
05/24/22, 1763.91, 1763.91, 1718.46, 1759.74
05/23/22, 1705.65, 1773.73, 1705.65, 1763.91
05/20/22, 1687.92, 1730.47, 1665.64, 1705.65
05/19/22, 1663.58, 1711.94, 1660.93, 1687.92
05/18/22, 1727.70, 1727.70, 1658.01, 1663.58
05/17/22, 1669.36, 1730.15, 1669.36, 1727.70
05/16/22, 1652.33, 1687.96, 1652.33, 1669.36
05/13/22, 1621.45, 1677.52, 1621.45, 1652.33
05/12/22, 1639.16, 1639.95, 1588.47, 1621.45
05/11/22, 1645.32, 1695.07, 1637.95, 1639.16
05/10/22, 1658.19, 1677.09, 1618.15, 1645.32
05/09/22, 1730.49, 1730.49, 1652.00, 1658.19
05/06/22, 1757.13, 1757.13, 1695.49, 1730.50
05/05/22, 1870.07, 1870.07, 1735.17, 1757.13
05/04/22, 1836.86, 1873.36, 1793.12, 1870.07
05/03/22, 1799.72, 1848.13, 1799.72, 1836.86
05/02/22, 1824.25, 1824.25, 1753.77, 1799.72
04/29/22, 1866.96, 1912.84, 1820.55, 1824.25
04/28/22, 1828.06, 1875.19, 1808.39, 1866.96
04/27/22, 1779.35, 1853.71, 1779.35, 1828.06
04/26/22, 1837.95, 1837.95, 1779.35, 1779.35
04/25/22, 1892.51, 1892.51, 1769.11, 1837.95
04/22/22, 1968.22, 1979.93, 1883.50, 1892.51
04/21/22, 2028.61, 2056.07, 1953.30, 1968.22
04/20/22, 2055.11, 2055.11, 2006.52, 2028.61
04/19/22, 2046.42, 2056.59, 2016.75, 2055.11
04/18/22, 2039.58, 2062.63, 2033.34, 2046.42
04/14/22, 2044.48, 2056.82, 2031.44, 2039.58
04/13/22, 1992.91, 2046.28, 1992.91, 2044.48
04/12/22, 1975.45, 2036.51, 1975.45, 1992.92
04/11/22, 1976.89, 2003.61, 1964.77, 1975.45
04/08/22, 1978.81, 1993.96, 1964.56, 1976.89
04/07/22, 1962.46, 1988.71, 1937.89, 1978.81
04/06/22, 1977.36, 1980.23, 1934.30, 1962.46
04/05/22, 2024.17, 2037.03, 1972.18, 1977.35
04/04/22, 2023.80, 2034.94, 2011.23, 2024.17
04/01/22, 1986.85, 2037.10, 1986.85, 2023.80
03/31/22, 1997.06, 2022.50, 1985.88, 1986.85
03/30/22, 1988.15, 2015.31, 1986.38, 1997.06
03/29/22, 2013.06, 2013.06, 1944.89, 1988.15
03/28/22, 2043.19, 2043.19, 1982.32, 2013.06
03/25/22, 2025.12, 2043.40, 2023.37, 2043.19
03/24/22, 1973.42, 2025.39, 1973.42, 2025.12
03/23/22, 1949.82, 1990.14, 1949.82, 1973.42
03/22/22, 1961.14, 1980.90, 1938.05, 1949.82
03/21/22, 1894.70, 1967.69, 1894.70, 1961.14
03/18/22, 1881.01, 1894.74, 1854.33, 1894.70
03/17/22, 1822.10, 1881.37, 1822.10, 1881.01
03/16/22, 1774.47, 1833.25, 1774.47, 1822.10
03/15/22, 1782.36, 1782.36, 1730.25, 1774.47
03/14/22, 1842.49, 1842.49, 1771.71, 1782.36
03/11/22, 1868.94, 1874.70, 1840.92, 1842.49
03/10/22, 1830.73, 1871.19, 1807.75, 1868.94
03/09/22, 1815.89, 1838.20, 1780.38, 1830.73
03/08/22, 1867.29, 1867.29, 1811.48, 1815.89
03/07/22, 1896.92, 1934.41, 1854.18, 1867.29
03/04/22, 1907.94, 1907.94, 1851.31, 1896.92
03/03/22, 1873.49, 1912.63, 1870.97, 1907.94
03/02/22, 1797.76, 1877.51, 1797.76, 1873.49
03/01/22, 1782.69, 1843.26, 1776.25, 1797.75
02/28/22, 1754.90, 1790.38, 1734.79, 1782.69
02/25/22, 1655.24, 1755.68, 1655.24, 1754.90
02/24/22, 1667.19, 1667.19, 1593.06, 1655.24
02/23/22, 1684.44, 1691.45, 1661.26, 1667.19
02/22/22, 1687.24, 1718.51, 1674.22, 1684.44
02/18/22, 1684.19, 1704.93, 1678.22, 1687.24
02/17/22, 1729.90, 1729.90, 1674.29, 1684.19
02/16/22, 1720.66, 1739.31, 1716.77, 1729.90
02/15/22, 1701.14, 1723.07, 1675.86, 1720.67
02/14/22, 1709.91, 1714.59, 1685.61, 1701.14
02/11/22, 1739.30, 1746.76, 1702.93, 1709.91
02/10/22, 1738.62, 1769.72, 1728.05, 1739.29
02/09/22, 1708.86, 1740.81, 1701.54, 1738.62
02/08/22, 1668.05, 1708.97, 1668.05, 1708.86
02/07/22, 1640.59, 1679.99, 1638.73, 1668.05
02/04/22, 1630.27, 1649.23, 1619.03, 1640.58
02/03/22, 1649.32, 1662.39, 1628.55, 1630.26
02/02/22, 1627.65, 1655.70, 1614.75, 1649.32
02/01/22, 1554.14, 1628.12, 1554.14, 1627.65
01/31/22, 1553.40, 1560.17, 1536.98, 1554.14
01/28/22, 1548.37, 1559.71, 1520.66, 1553.41
01/27/22, 1547.79, 1590.53, 1540.18, 1548.37
01/26/22, 1551.11, 1585.17, 1534.06, 1547.79
01/25/22, 1554.23, 1562.76, 1510.29, 1551.11
01/24/22, 1557.41, 1557.89, 1487.98, 1554.23
01/21/22, 1633.22, 1633.22, 1554.55, 1557.41
01/20/22, 1675.27, 1699.36, 1631.43, 1633.22
01/19/22, 1659.47, 1706.93, 1659.47, 1675.27
01/18/22, 1690.97, 1690.97, 1647.06, 1659.47
01/14/22, 1694.77, 1695.22, 1670.87, 1690.97
01/13/22, 1713.27, 1726.05, 1690.83, 1694.77
01/12/22, 1664.58, 1717.32, 1664.58, 1713.27
01/11/22, 1638.34, 1664.58, 1619.31, 1664.58
01/10/22, 1657.84, 1663.71, 1627.13, 1638.34
01/07/22, 1624.79, 1658.68, 1624.79, 1657.84
01/06/22, 1627.14, 1655.93, 1615.03, 1624.79
01/05/22, 1603.73, 1667.05, 1603.73, 1627.14
01/04/22, 1579.49, 1613.61, 1579.49, 1603.73
01/03/22, 1580.20, 1603.24, 1577.25, 1579.49
12/31/21, 1572.25, 1585.11, 1565.87, 1580.20
12/30/21, 1567.13, 1593.06, 1567.13, 1572.25
12/29/21, 1567.96, 1577.71, 1562.96, 1567.14
12/28/21, 1581.27, 1581.27, 1557.44, 1567.96
12/27/21, 1559.84, 1581.40, 1546.36, 1581.27
12/23/21, 1561.22, 1563.69, 1551.49, 1559.84
12/22/21, 1546.70, 1562.69, 1531.31, 1561.22
12/21/21, 1510.98, 1550.68, 1510.98, 1546.70
12/20/21, 1564.52, 1564.52, 1498.68, 1510.98
12/17/21, 1566.54, 1577.33, 1544.03, 1564.52
12/16/21, 1525.55, 1581.91, 1525.55, 1566.54
12/15/21, 1547.36, 1547.36, 1483.54, 1525.55
12/14/21, 1529.98, 1576.63, 1529.98, 1547.36
12/13/21, 1531.27, 1549.33, 1514.55, 1529.98
12/10/21, 1533.81, 1543.86, 1514.66, 1531.27
12/09/21, 1546.36, 1546.36, 1515.69, 1533.81
12/08/21, 1543.08, 1551.86, 1535.59, 1546.36
12/07/21, 1501.65, 1564.68, 1501.65, 1543.08
12/06/21, 1472.29, 1510.85, 1472.29, 1501.65
12/03/21, 1489.35, 1498.75, 1459.74, 1472.29
12/02/21, 1434.28, 1496.84, 1434.28, 1489.35
12/01/21, 1441.54, 1497.70, 1434.28, 1434.28
11/30/21, 1473.64, 1485.44, 1427.56, 1441.54
11/29/21, 1491.31, 1514.05, 1473.15, 1473.64
11/26/21, 1538.98, 1538.98, 1461.04, 1491.31
11/24/21, 1555.19, 1555.19, 1535.92, 1538.98
11/23/21, 1536.61, 1570.97, 1536.61, 1555.19
11/22/21, 1490.06, 1555.59, 1490.06, 1536.61
11/19/21, 1484.46, 1505.60, 1480.29, 1490.06
11/18/21, 1495.78, 1495.78, 1474.50, 1484.46
11/17/21, 1524.44, 1532.86, 1494.82, 1495.78
11/16/21, 1537.88, 1537.88, 1519.75, 1524.44
11/15/21, 1565.02, 1565.02, 1532.62, 1537.88
11/12/21, 1576.90, 1582.80, 1558.07, 1565.02
11/11/21, 1519.50, 1584.84, 1519.50, 1576.90
11/10/21, 1556.89, 1556.89, 1515.73, 1519.50
11/09/21, 1579.48, 1579.48, 1538.63, 1556.89
11/08/21, 1539.54, 1592.62, 1539.54, 1579.48
11/05/21, 1535.93, 1545.61, 1529.55, 1539.54
11/04/21, 1542.86, 1554.32, 1522.74, 1535.93
11/03/21, 1543.68, 1544.13, 1525.33, 1542.86
11/02/21, 1571.28, 1571.28, 1533.46, 1543.68
11/01/21, 1567.89, 1579.97, 1550.35, 1571.28
10/29/21, 1570.57, 1582.76, 1561.17, 1567.89
10/28/21, 1567.70, 1579.70, 1564.68, 1570.57
10/27/21, 1618.86, 1618.86, 1566.65, 1567.70
10/26/21, 1624.67, 1636.09, 1607.24, 1618.85
10/25/21, 1569.81, 1631.89, 1569.81, 1624.67
10/22/21, 1557.19, 1579.18, 1548.90, 1569.80
10/21/21, 1600.69, 1600.69, 1534.08, 1557.19
10/20/21, 1606.90, 1610.85, 1576.55, 1600.69
10/19/21, 1616.12, 1616.30, 1593.84, 1606.90
10/18/21, 1615.49, 1616.88, 1584.25, 1616.12
10/15/21, 1604.26, 1634.41, 1604.26, 1615.49
10/14/21, 1582.00, 1621.03, 1582.00, 1604.26
10/13/21, 1581.28, 1583.36, 1560.03, 1582.00
10/12/21, 1575.94, 1591.07, 1573.97, 1581.28
10/11/21, 1551.94, 1608.24, 1551.94, 1575.94
10/08/21, 1549.27, 1573.46, 1548.43, 1551.94
10/07/21, 1520.67, 1568.30, 1520.67, 1549.27
10/06/21, 1544.69, 1544.69, 1492.10, 1520.67
10/05/21, 1533.63, 1556.23, 1521.81, 1544.69
10/04/21, 1546.68, 1560.41, 1531.72, 1533.63
10/01/21, 1535.66, 1552.19, 1514.08, 1546.68
09/30/21, 1533.50, 1568.22, 1533.50, 1535.67
09/29/21, 1542.96, 1562.99, 1527.52, 1533.50
09/28/21, 1580.91, 1580.91, 1534.78, 1542.96
09/27/21, 1554.23, 1584.81, 1554.23, 1580.91
09/24/21, 1568.51, 1572.23, 1549.55, 1554.23
09/23/21, 1567.96, 1585.09, 1551.39, 1568.51
09/22/21, 1536.38, 1597.28, 1536.38, 1567.97
09/21/21, 1542.09, 1556.89, 1508.69, 1536.38
09/20/21, 1615.36, 1615.36, 1513.70, 1542.09
09/17/21, 1681.81, 1681.81, 1609.22, 1615.36
09/16/21, 1732.24, 1732.24, 1680.58, 1681.81
09/15/21, 1689.47, 1734.23, 1689.47, 1732.24
09/14/21, 1725.68, 1727.60, 1687.05, 1689.47
09/13/21, 1722.98, 1750.52, 1710.14, 1725.68
09/10/21, 1729.09, 1766.82, 1722.87, 1722.98
09/09/21, 1726.91, 1739.32, 1715.25, 1729.08
09/08/21, 1764.33, 1764.33, 1723.46, 1726.91
09/07/21, 1767.89, 1784.27, 1763.76, 1764.33
09/03/21, 1771.93, 1791.61, 1763.21, 1767.89
09/02/21, 1772.36, 1791.21, 1768.13, 1771.93
09/01/21, 1767.99, 1782.83, 1733.92, 1772.35
08/31/21, 1795.88, 1795.88, 1759.04, 1767.99
08/30/21, 1804.47, 1816.91, 1795.68, 1795.88
08/27/21, 1753.29, 1810.82, 1753.29, 1804.47
08/26/21, 1784.55, 1785.54, 1749.70, 1753.29
08/25/21, 1789.86, 1803.28, 1780.58, 1784.55
08/24/21, 1730.71, 1798.46, 1730.71, 1789.86
08/23/21, 1709.10, 1741.70, 1709.10, 1730.71
08/20/21, 1714.61, 1718.81, 1691.60, 1709.09
08/19/21, 1790.02, 1790.02, 1700.53, 1714.61
08/18/21, 1811.13, 1821.19, 1785.90, 1790.02
08/17/21, 1868.58, 1868.58, 1783.38, 1811.13
08/16/21, 1891.94, 1891.94, 1831.33, 1868.58
08/13/21, 1894.08, 1905.77, 1883.19, 1891.94
08/12/21, 1920.57, 1920.57, 1868.76, 1894.08
08/11/21, 1898.95, 1922.80, 1896.42, 1920.57
08/10/21, 1839.84, 1905.28, 1839.84, 1898.95
08/09/21, 1825.39, 1843.69, 1802.43, 1839.84
08/06/21, 1809.08, 1837.82, 1809.08, 1825.39
08/05/21, 1839.64, 1839.64, 1807.37, 1809.08
08/04/21, 1864.53, 1864.53, 1836.75, 1839.64
08/03/21, 1828.65, 1865.08, 1808.84, 1864.53
08/02/21, 1845.76, 1878.95, 1826.70, 1828.65
07/30/21, 1885.14, 1885.14, 1839.22, 1845.76
07/29/21, 1830.92, 1895.24, 1830.92, 1885.15
07/28/21, 1792.27, 1838.09, 1791.27, 1830.92
07/27/21, 1817.33, 1817.33, 1772.46, 1792.27
07/26/21, 1759.99, 1819.94, 1759.99, 1817.33
07/23/21, 1742.73, 1764.27, 1741.13, 1759.99
07/22/21, 1747.01, 1752.27, 1718.46, 1742.73
07/21/21, 1704.47, 1750.82, 1704.47, 1747.01
07/20/21, 1672.98, 1709.14, 1649.00, 1704.47
07/19/21, 1722.04, 1722.04, 1645.50, 1672.98
07/16/21, 1778.01, 1778.00, 1718.96, 1722.04
07/15/21, 1773.85, 1799.12, 1762.84, 1778.00
07/14/21, 1774.22, 1812.01, 1767.15, 1773.85
07/13/21, 1797.09, 1797.09, 1768.50, 1774.22
07/12/21, 1784.16, 1804.57, 1755.84, 1797.09
07/09/21, 1713.87, 1790.26, 1713.87, 1784.16
07/08/21, 1751.51, 1751.51, 1677.44, 1713.87
07/07/21, 1719.48, 1758.41, 1719.48, 1751.51
07/06/21, 1771.06, 1771.06, 1708.03, 1719.48
07/02/21, 1758.47, 1775.10, 1750.91, 1771.06
07/01/21, 1766.28, 1785.90, 1751.25, 1758.47
06/30/21, 1762.01, 1766.56, 1747.38, 1766.28
06/29/21, 1750.09, 1776.17, 1750.09, 1762.01
06/28/21, 1770.74, 1780.12, 1740.30, 1750.09
06/25/21, 1780.84, 1803.14, 1770.68, 1770.74
06/24/21, 1743.59, 1791.32, 1743.59, 1780.84
06/23/21, 1730.56, 1771.31, 1730.56, 1743.59
06/22/21, 1722.57, 1736.76, 1710.47, 1730.56
06/21/21, 1678.96, 1726.69, 1678.96, 1722.57
06/18/21, 1699.31, 1707.23, 1674.67, 1678.96
06/17/21, 1766.04, 1766.04, 1681.85, 1699.31
06/16/21, 1812.56, 1812.56, 1756.16, 1766.03
06/15/21, 1827.90, 1827.90, 1777.97, 1812.56
06/14/21, 1866.40, 1866.40, 1820.91, 1827.90
06/11/21, 1839.43, 1876.11, 1839.43, 1866.40
06/10/21, 1840.53, 1864.82, 1830.53, 1839.43
06/09/21, 1838.40, 1857.88, 1819.08, 1840.53
06/08/21, 1825.76, 1845.98, 1806.77, 1838.40
06/07/21, 1855.10, 1855.10, 1814.76, 1825.75
06/04/21, 1840.22, 1865.30, 1838.63, 1855.10
06/03/21, 1859.37, 1859.37, 1810.22, 1840.22
06/02/21, 1874.75, 1874.75, 1845.92, 1859.37
06/01/21, 1809.11, 1874.91, 1809.11, 1874.75
05/28/21, 1808.26, 1816.71, 1782.02, 1809.11
05/27/21, 1759.48, 1818.17, 1759.48, 1808.26
05/26/21, 1735.37, 1764.01, 1730.75, 1759.48
05/25/21, 1777.40, 1783.77, 1733.31, 1735.37
05/24/21, 1765.29, 1782.09, 1749.43, 1777.40
05/21/21, 1785.83, 1802.76, 1755.42, 1765.29
05/20/21, 1792.67, 1792.67, 1764.80, 1785.83
05/19/21, 1853.25, 1853.25, 1764.07, 1792.67
05/18/21, 1862.96, 1882.96, 1850.57, 1853.25
05/17/21, 1825.25, 1865.34, 1818.40, 1862.97
05/14/21, 1833.25, 1835.13, 1804.26, 1825.25
05/13/21, 1835.93, 1868.27, 1806.95, 1833.25
05/12/21, 1927.01, 1927.01, 1830.68, 1835.93
05/11/21, 1895.48, 1931.49, 1856.87, 1927.01
05/10/21, 1893.74, 1955.92, 1893.09, 1895.48
05/07/21, 1854.66, 1894.73, 1845.48, 1893.74
05/06/21, 1803.53, 1855.12, 1803.53, 1854.66
05/05/21, 1772.92, 1822.79, 1772.92, 1803.53
05/04/21, 1737.32, 1776.74, 1730.97, 1772.92
05/03/21, 1701.78, 1747.46, 1701.78, 1737.32
04/30/21, 1744.86, 1744.86, 1700.23, 1701.78
04/29/21, 1753.49, 1762.68, 1721.15, 1744.86
04/28/21, 1734.21, 1761.59, 1731.59, 1753.49
04/27/21, 1738.36, 1744.84, 1724.06, 1734.21
04/26/21, 1687.60, 1739.44, 1687.60, 1738.36
04/23/21, 1647.17, 1691.27, 1647.17, 1687.60
04/22/21, 1658.98, 1666.05, 1630.28, 1647.17
04/21/21, 1628.09, 1660.07, 1604.31, 1658.98
04/20/21, 1665.74, 1665.74, 1617.24, 1628.09
04/19/21, 1667.62, 1684.35, 1656.12, 1665.74
04/16/21, 1648.48, 1669.22, 1641.55, 1667.62
04/15/21, 1639.60, 1664.03, 1639.60, 1648.48
04/14/21, 1590.48, 1655.29, 1590.48, 1639.60
04/13/21, 1591.39, 1599.81, 1572.70, 1590.48
04/12/21, 1603.14, 1607.28, 1583.84, 1591.39
04/09/21, 1619.60, 1619.60, 1596.35, 1603.14
04/08/21, 1621.07, 1626.83, 1596.71, 1619.60
04/07/21, 1615.61, 1635.07, 1613.32, 1621.07
04/06/21, 1630.82, 1639.15, 1610.77, 1615.61
04/05/21, 1593.30, 1640.99, 1593.30, 1630.82
04/01/21, 1600.46, 1600.46, 1568.40, 1593.30
03/31/21, 1575.72, 1610.39, 1575.72, 1600.47
03/30/21, 1547.83, 1577.36, 1538.42, 1575.72
03/29/21, 1561.96, 1585.40, 1544.14, 1547.83
03/26/21, 1478.03, 1561.96, 1478.03, 1561.96
03/25/21, 1461.36, 1482.43, 1426.58, 1478.03
03/24/21, 1447.26, 1500.33, 1447.26, 1461.35
03/23/21, 1503.92, 1503.92, 1441.59, 1447.26
03/22/21, 1521.60, 1521.60, 1491.46, 1503.92
03/19/21, 1521.86, 1534.05, 1488.49, 1521.60
03/18/21, 1547.04, 1567.02, 1518.23, 1521.86
03/17/21, 1531.16, 1549.46, 1513.27, 1547.04
03/16/21, 1546.57, 1554.01, 1528.89, 1531.16
03/12/21, 1566.90, 1566.90, 1542.37, 1565.23
03/11/21, 1511.41, 1567.12, 1511.41, 1566.90
03/10/21, 1505.24, 1513.83, 1486.16, 1511.41
03/09/21, 1508.62, 1514.41, 1467.61, 1505.24
03/08/21, 1490.19, 1522.53, 1485.47, 1508.62
03/05/21, 1438.25, 1492.10, 1433.98, 1490.19
03/04/21, 1503.14, 1503.14, 1417.28, 1438.25
03/03/21, 1486.47, 1514.21, 1476.45, 1503.14
03/02/21, 1469.01, 1495.08, 1463.85, 1486.47
03/01/21, 1406.99, 1477.67, 1406.99, 1469.01
02/26/21, 1451.37, 1451.37, 1404.54, 1406.99
02/25/21, 1501.76, 1519.80, 1445.47, 1451.37
02/24/21, 1467.19, 1505.87, 1465.41, 1501.76
02/23/21, 1458.02, 1469.74, 1416.73, 1467.19
02/22/21, 1436.92, 1477.80, 1419.04, 1458.02
02/19/21, 1399.09, 1440.00, 1399.09, 1436.92
02/18/21, 1414.13, 1422.15, 1387.15, 1399.09
02/17/21, 1421.23, 1429.81, 1401.97, 1414.13
02/16/21, 1378.79, 1424.66, 1378.79, 1421.23
02/12/21, 1363.90, 1382.09, 1350.71, 1378.79
02/11/21, 1372.81, 1378.98, 1350.31, 1363.90
02/10/21, 1366.86, 1383.77, 1356.53, 1372.81
02/09/21, 1369.77, 1370.43, 1345.80, 1366.86
02/08/21, 1336.06, 1372.91, 1336.06, 1369.77
02/05/21, 1308.06, 1339.59, 1308.06, 1336.06
02/04/21, 1300.95, 1310.75, 1296.87, 1308.06
02/03/21, 1289.42, 1308.39, 1289.42, 1300.95
02/02/21, 1294.81, 1301.57, 1283.65, 1289.42
02/01/21, 1255.59, 1295.47, 1255.59, 1294.81
01/29/21, 1302.84, 1302.83, 1251.41, 1255.59
01/28/21, 1287.60, 1307.71, 1284.77, 1302.83
01/27/21, 1322.56, 1322.56, 1264.18, 1287.60
01/26/21, 1335.63, 1355.96, 1321.96, 1322.55
01/25/21, 1350.38, 1350.38, 1319.44, 1335.63
01/22/21, 1325.02, 1352.41, 1322.29, 1350.38
01/21/21, 1390.05, 1391.31, 1359.54, 1361.63
01/20/21, 1400.45, 1402.34, 1377.76, 1385.57
01/19/21, 1395.32, 1398.21, 1376.48, 1388.28
01/15/21, 1412.16, 1412.16, 1375.34, 1383.71
01/14/21, 1444.56, 1464.46, 1441.55, 1453.98
01/13/21, 1451.78, 1451.78, 1419.25, 1424.06
01/12/21, 1440.60, 1468.72, 1435.19, 1463.73
01/11/21, 1418.83, 1455.48, 1416.74, 1444.94
01/08/21, 1460.85, 1464.12, 1439.18, 1464.12
01/07/21, 1465.41, 1473.92, 1455.36, 1467.35
01/06/21, 1397.28, 1454.22, 1395.47, 1439.32
01/05/21, 1324.41, 1375.38, 1324.41, 1369.83
01/04/21, 1343.28, 1354.00, 1312.82, 1321.56
12/31/20, 1296.94, 1298.87, 1283.83, 1292.26
12/30/20, 1282.37, 1307.18, 1282.37, 1301.45
12/29/20, 1286.58, 1295.17, 1275.46, 1282.15
12/28/20, 1299.30, 1301.80, 1276.50, 1277.45
12/24/20, 1294.75, 1295.16, 1281.18, 1288.21
12/23/20, 1284.33, 1295.44, 1283.97, 1286.57
12/22/20, 1281.07, 1281.92, 1262.38, 1270.70
12/21/20, 1251.26, 1287.94, 1251.24, 1284.48
12/18/20, 1306.60, 1306.60, 1283.62, 1287.11
12/17/20, 1306.20, 1309.53, 1298.50, 1304.00
12/16/20, 1297.34, 1301.20, 1281.45, 1295.64
12/15/20, 1282.78, 1299.90, 1267.79, 1297.99
12/14/20, 1285.03, 1286.82, 1254.05, 1257.21
12/11/20, 1280.85, 1285.83, 1261.35, 1277.51
12/10/20, 1253.43, 1297.39, 1249.93, 1296.22
12/09/20, 1277.47, 1282.33, 1240.40, 1250.36
12/08/20, 1239.28, 1263.96, 1239.28, 1263.38
12/07/20, 1246.18, 1260.88, 1241.60, 1251.40
12/04/20, 1217.70, 1248.54, 1216.91, 1246.86
12/03/20, 1198.62, 1206.32, 1183.82, 1192.58
12/02/20, 1178.01, 1195.35, 1171.58, 1191.54
12/01/20, 1162.67, 1185.43, 1162.20, 1180.97
11/30/20, 1151.67, 1152.67, 1129.16, 1130.25
11/27/20, 1153.40, 1161.63, 1148.25, 1154.58
11/25/20, 1143.23, 1151.66, 1133.03, 1148.25
11/24/20, 1114.57, 1154.93, 1113.23, 1154.42
11/23/20, 1079.04, 1095.15, 1077.44, 1093.67
11/20/20, 1060.64, 1067.49, 1055.16, 1059.73
11/19/20, 1052.87, 1063.17, 1047.05, 1059.27
11/18/20, 1075.20, 1080.30, 1053.67, 1053.78
11/17/20, 1050.52, 1074.89, 1049.05, 1069.37
11/16/20, 1043.47, 1063.51, 1042.43, 1063.51
11/13/20, 1002.88, 1024.04, 1002.88, 1022.39
11/12/20, 998.26, 1010.09, 986.92, 993.02
11/11/20, 1012.41, 1014.13, 1002.94, 1009.32
11/10/20, 1011.89, 1020.71, 1007.12, 1009.45
11/09/20, 1017.75, 1041.89, 1003.94, 1006.35
11/06/20, 970.73, 979.93, 966.63, 970.10
11/05/20, 934.61, 964.99, 934.61, 957.39
11/04/20, 934.10, 934.10, 913.49, 914.89
