Date,STEEL
2017-10-27,1195.4599609375
2017-10-30,1175.8399658203125
2017-10-31,1162.5899658203125
2017-11-01,1174.0400390625
2017-11-02,1185.0799560546875
2017-11-03,1171.5799560546875
2017-11-06,1187.75
2017-11-07,1168.4300537109375
2017-11-08,1168.0400390625
2017-11-09,1147.8199462890625
2017-11-10,1144.3499755859375
2017-11-13,1140.260009765625
2017-11-14,1107.489990234375
2017-11-15,1105.3199462890625
2017-11-16,1112.43994140625
2017-11-17,1122.969970703125
2017-11-20,1132.6500244140625
2017-11-21,1146.1400146484375
2017-11-22,1157.68994140625
2017-11-24,1165.4200439453125
2017-11-27,1156.199951171875
2017-11-28,1161.550048828125
2017-11-29,1162.2099609375
2017-11-30,1162.06005859375
2017-12-01,1162.4300537109375
2017-12-04,1184.260009765625
2017-12-05,1160.6300048828125
2017-12-06,1167.719970703125
2017-12-07,1171.5699462890625
2017-12-08,1187.31005859375
2017-12-11,1199.6099853515625
2017-12-12,1204.5400390625
2017-12-13,1206.6199951171875
2017-12-14,1184.739990234375
2017-12-15,1200.4599609375
2017-12-18,1230.3599853515625
2017-12-19,1234.75
2017-12-20,1258.800048828125
2017-12-21,1273.56005859375
2017-12-22,1268.0400390625
2017-12-26,1282.7900390625
2017-12-27,1277.8299560546875
2017-12-28,1293.280029296875
2017-12-29,1285.0400390625
2018-01-02,1340.22998046875
2018-01-03,1356.8299560546875
2018-01-04,1369.030029296875
2018-01-05,1374.3800048828125
2018-01-08,1395.47998046875
2018-01-09,1385.6300048828125
2018-01-10,1391.31005859375
2018-01-11,1432.3299560546875
2018-01-12,1435.6700439453125
2018-01-16,1405.3800048828125
2018-01-17,1426.5699462890625
2018-01-18,1410.239990234375
2018-01-19,1417.1800537109375
2018-01-22,1417.300048828125
2018-01-23,1407.2099609375
2018-01-24,1423.47998046875
2018-01-25,1421.1300048828125
2018-01-26,1436.25
2018-01-29,1425.18994140625
2018-01-30,1402.25
2018-01-31,1389.469970703125
2018-02-01,1395.219970703125
2018-02-02,1336.47998046875
2018-02-05,1302.8699951171875
2018-02-06,1342.9000244140625
2018-02-07,1316.530029296875
2018-02-08,1272.75
2018-02-09,1299.030029296875
2018-02-12,1329.18994140625
2018-02-13,1345.0400390625
2018-02-14,1396.1099853515625
2018-02-15,1407.52001953125
2018-02-16,1442.1800537109375
2018-02-20,1413.6600341796875
2018-02-21,1402.8399658203125
2018-02-22,1412.3900146484375
2018-02-23,1426.219970703125
2018-02-26,1453.1700439453125
2018-02-27,1428.9300537109375
2018-02-28,1381.699951171875
2018-03-01,1393.1800537109375
2018-03-02,1378.6700439453125
2018-03-05,1378.760009765625
2018-03-06,1384.25
2018-03-07,1383.6400146484375
2018-03-08,1358.3800048828125
2018-03-09,1365.1400146484375
2018-03-12,1375.0799560546875
2018-03-13,1359.8599853515625
2018-03-14,1342.219970703125
2018-03-15,1328.510009765625
2018-03-16,1337.050048828125
2018-03-19,1308.06005859375
2018-03-20,1306.68994140625
2018-03-21,1343.030029296875
2018-03-22,1260.1500244140625
2018-03-23,1237.239990234375
2018-03-26,1264.280029296875
2018-03-27,1242.6400146484375
2018-03-28,1231.93994140625
2018-03-29,1272.8399658203125
2018-04-02,1257.7900390625
2018-04-03,1269.02001953125
2018-04-04,1263.52001953125
2018-04-05,1299.030029296875
2018-04-06,1260.4599609375
2018-04-09,1253.0799560546875
2018-04-10,1299.780029296875
2018-04-11,1296.989990234375
2018-04-12,1310.9200439453125
2018-04-13,1307.0999755859375
2018-04-16,1309.68994140625
2018-04-17,1333.4599609375
2018-04-18,1377.25
2018-04-19,1380.75
2018-04-20,1369.699951171875
2018-04-23,1351.52001953125
2018-04-24,1356.72998046875
2018-04-25,1348.8900146484375
2018-04-26,1382.1300048828125
2018-04-27,1353.3699951171875
2018-04-30,1345.9599609375
2018-05-01,1332.3800048828125
2018-05-02,1337.9000244140625
2018-05-03,1350.7099609375
2018-05-04,1363.6099853515625
2018-05-07,1362.02001953125
2018-05-08,1355.6600341796875
2018-05-09,1367.5
2018-05-10,1391.8299560546875
2018-05-11,1393.6600341796875
2018-05-14,1399.3699951171875
2018-05-15,1401.280029296875
2018-05-16,1430.5799560546875
2018-05-17,1428.0400390625
2018-05-18,1406.4000244140625
2018-05-21,1396.3699951171875
2018-05-22,1397.1099853515625
2018-05-23,1373.0899658203125
2018-05-24,1367.52001953125
2018-05-25,1345.0
2018-05-29,1308.510009765625
2018-05-30,1331.3199462890625
2018-05-31,1324.7900390625
2018-06-01,1349.0999755859375
2018-06-04,1358.010009765625
2018-06-05,1366.0799560546875
2018-06-06,1392.1500244140625
2018-06-07,1354.9000244140625
2018-06-08,1354.280029296875
2018-06-11,1359.3499755859375
2018-06-12,1361.3800048828125
2018-06-13,1354.93994140625
2018-06-14,1347.5699462890625
2018-06-15,1313.22998046875
2018-06-18,1316.5799560546875
2018-06-19,1285.800048828125
2018-06-20,1304.4200439453125
2018-06-21,1277.7900390625
2018-06-22,1305.0699462890625
2018-06-25,1261.22998046875
2018-06-26,1270.93994140625
2018-06-27,1249.43994140625
2018-06-28,1252.4599609375
2018-06-29,1254.8599853515625
2018-07-02,1246.02001953125
2018-07-03,1239.9000244140625
2018-07-05,1258.219970703125
2018-07-06,1272.52001953125
2018-07-09,1294.5999755859375
2018-07-10,1296.25
2018-07-11,1259.4599609375
2018-07-12,1271.530029296875
2018-07-13,1273.739990234375
2018-07-16,1262.530029296875
2018-07-17,1281.510009765625
2018-07-18,1295.800048828125
2018-07-19,1270.5
2018-07-20,1276.1199951171875
2018-07-23,1294.0999755859375
2018-07-24,1330.739990234375
2018-07-25,1341.6700439453125
2018-07-26,1328.3499755859375
2018-07-27,1332.5999755859375
2018-07-30,1331.4000244140625
2018-07-31,1327.6099853515625
2018-08-01,1310.75
2018-08-02,1284.9300537109375
2018-08-03,1298.7099609375
2018-08-06,1286.5
2018-08-07,1288.06005859375
2018-08-08,1284.449951171875
2018-08-09,1262.3599853515625
2018-08-10,1235.9100341796875
2018-08-13,1221.6400146484375
2018-08-14,1222.739990234375
2018-08-15,1177.280029296875
2018-08-16,1184.02001953125
2018-08-17,1198.969970703125
2018-08-20,1212.47998046875
2018-08-21,1212.9300537109375
2018-08-22,1224.6199951171875
2018-08-23,1194.010009765625
2018-08-24,1221.9599609375
2018-08-27,1242.5899658203125
2018-08-28,1239.8699951171875
2018-08-29,1242.8800048828125
2018-08-30,1208.489990234375
2018-08-31,1214.949951171875
2018-09-04,1178.739990234375
2018-09-05,1184.43994140625
2018-09-06,1187.8800048828125
2018-09-07,1181.7900390625
2018-09-10,1170.3299560546875
2018-09-11,1157.969970703125
2018-09-12,1183.22998046875
2018-09-13,1184.43994140625
2018-09-14,1202.22998046875
2018-09-17,1211.52001953125
2018-09-18,1237.010009765625
2018-09-19,1250.02001953125
2018-09-20,1268.47998046875
2018-09-21,1267.0899658203125
2018-09-24,1254.8599853515625
2018-09-25,1284.3800048828125
2018-09-26,1270.969970703125
2018-09-27,1269.5799560546875
2018-09-28,1264.68994140625
2018-10-01,1269.969970703125
2018-10-02,1278.489990234375
2018-10-03,1283.81005859375
2018-10-04,1262.75
2018-10-05,1247.1500244140625
2018-10-08,1248.7099609375
2018-10-09,1252.9599609375
2018-10-10,1208.239990234375
2018-10-11,1199.5
2018-10-12,1217.31005859375
2018-10-15,1212.18994140625
2018-10-16,1224.780029296875
2018-10-17,1232.949951171875
2018-10-18,1198.6400146484375
2018-10-19,1193.8900146484375
2018-10-22,1209.4599609375
2018-10-23,1185.9100341796875
2018-10-24,1123.4100341796875
2018-10-25,1151.8900146484375
2018-10-26,1147.2099609375
2018-10-29,1129.31005859375
2018-10-30,1142.27001953125
2018-10-31,1174.6700439453125
2018-11-01,1201.9200439453125
2018-11-02,1217.8599853515625
2018-11-05,1221.0999755859375
2018-11-06,1222.2900390625
2018-11-07,1230.489990234375
2018-11-08,1212.3900146484375
2018-11-09,1181.760009765625
2018-11-12,1161.030029296875
2018-11-13,1163.4100341796875
2018-11-14,1154.8699951171875
2018-11-15,1180.199951171875
2018-11-16,1186.4200439453125
2018-11-19,1171.739990234375
2018-11-20,1126.0
2018-11-21,1144.8499755859375
2018-11-23,1102.8699951171875
2018-11-26,1089.5999755859375
2018-11-27,1063.6500244140625
2018-11-28,1097.56005859375
2018-11-29,1096.1099853515625
2018-11-30,1098.77001953125
2018-12-03,1133.1099853515625
2018-12-04,1100.22998046875
2018-12-06,1083.1500244140625
2018-12-07,1058.3499755859375
2018-12-10,1036.9000244140625
2018-12-11,1041.8499755859375
2018-12-12,1051.6800537109375
2018-12-13,1054.7099609375
2018-12-14,1037.4200439453125
2018-12-17,1031.8499755859375
2018-12-18,1042.8299560546875
2018-12-19,1016.8599853515625
2018-12-20,1013.4199829101562
2018-12-21,1002.1099853515625
2018-12-24,983.7490234375
2018-12-26,1020.2999877929688
2018-12-27,1012.1599731445312
2018-12-28,1010.7000122070312
2018-12-31,1013.1300048828125
2019-01-02,1026.0
2019-01-03,999.8460083007812
2019-01-04,1063.469970703125
2019-01-07,1064.1099853515625
2019-01-08,1080.06005859375
2019-01-09,1101.3900146484375
2019-01-10,1098.97998046875
2019-01-11,1092.7900390625
2019-01-14,1083.469970703125
2019-01-15,1075.7900390625
2019-01-16,1088.010009765625
2019-01-17,1104.3800048828125
2019-01-18,1118.949951171875
2019-01-22,1094.27001953125
2019-01-23,1100.9000244140625
2019-01-24,1104.219970703125
2019-01-25,1125.4100341796875
2019-01-28,1093.9200439453125
2019-01-29,1103.72998046875
2019-01-30,1146.3499755859375
2019-01-31,1151.0
2019-02-01,1138.0400390625
2019-02-04,1138.3299560546875
2019-02-05,1135.7900390625
2019-02-06,1127.72998046875
2019-02-07,1110.989990234375
2019-02-08,1105.530029296875
2019-02-11,1106.9599609375
2019-02-12,1130.4599609375
2019-02-13,1131.8699951171875
2019-02-14,1130.0
2019-02-15,1140.1099853515625
2019-02-20,1164.1600341796875
2019-02-21,1166.3199462890625
2019-02-22,1182.8199462890625
2019-02-25,1192.8399658203125
2019-02-26,1184.56005859375
2019-02-27,1175.9100341796875
2019-02-28,1161.719970703125
2019-03-01,1167.6300048828125
2019-03-04,1169.989990234375
2019-03-05,1168.6300048828125
2019-03-06,1151.1400146484375
2019-03-07,1129.3199462890625
2019-03-08,1109.7900390625
2019-03-11,1139.300048828125
2019-03-12,1143.6300048828125
2019-03-13,1158.8900146484375
2019-03-14,1143.6600341796875
2019-03-15,1148.5
2019-03-19,1166.739990234375
2019-03-20,1165.8399658203125
2019-03-21,1171.0
2019-03-22,1122.010009765625
2019-03-25,1126.239990234375
2019-03-26,1139.77001953125
2019-03-27,1129.18994140625
2019-03-28,1136.550048828125
2019-03-29,1154.43994140625
2019-04-02,1189.780029296875
2019-04-03,1195.449951171875
2019-04-04,1203.72998046875
2019-04-05,1211.3900146484375
2019-04-08,1217.6700439453125
2019-04-09,1189.75
2019-04-10,1189.8499755859375
2019-04-12,1172.219970703125
2019-04-15,1171.6400146484375
2019-04-16,1174.31005859375
2019-04-17,1171.93994140625
2019-04-22,1146.3800048828125
2019-04-23,1151.0699462890625
2019-04-24,1124.8299560546875
2019-04-25,1115.31005859375
2019-04-26,1117.47998046875
2019-04-29,1119.4000244140625
2019-04-30,1112.9000244140625
2019-05-01,1088.0699462890625
2019-05-02,1086.5899658203125
2019-05-03,1130.52001953125
2019-05-06,1113.5999755859375
2019-05-07,1098.199951171875
2019-05-08,1088.489990234375
2019-05-09,1083.6500244140625
2019-05-10,1088.800048828125
2019-05-13,1045.010009765625
2019-05-14,1062.52001953125
2019-05-15,1062.8599853515625
2019-05-16,1065.0999755859375
2019-05-17,1061.3399658203125
2019-05-20,1049.27001953125
2019-05-21,1071.3699951171875
2019-05-22,1054.6500244140625
2019-05-24,1039.81005859375
2019-05-28,1042.77001953125
2019-05-29,1034.8299560546875
2019-05-30,1027.1199951171875
2019-05-31,1006.6199951171875
2019-06-03,1028.050048828125
2019-06-04,1050.3399658203125
2019-06-05,1030.9599609375
2019-06-06,1034.5400390625
2019-06-07,1039.260009765625
2019-09-25,976.10302734375
2019-10-24,970.2440185546875
2019-11-12,1024.6300048828125
2019-12-02,1054.93994140625
2019-12-03,1037.1500244140625
2019-12-04,1052.56005859375
2019-12-11,1087.3299560546875
2019-12-12,1109.1099853515625
2019-12-16,1093.449951171875
2019-12-19,1099.6700439453125
2019-12-27,1099.25
2019-12-31,1099.3299560546875
2020-01-03,1091.1500244140625
2020-01-06,1080.3299560546875
2020-01-07,1088.77001953125
2020-01-08,1092.06005859375
2020-01-09,1084.97998046875
2020-01-10,1077.6300048828125
2020-01-13,1097.489990234375
2020-01-17,1097.22998046875
2020-01-21,1068.719970703125
2020-01-22,1081.449951171875
2020-01-23,1074.0999755859375
2020-01-24,1051.5699462890625
2020-01-27,1006.9199829101562
2020-01-28,1011.1699829101562
2020-01-29,1005.6500244140625
2020-01-30,1008.4000244140625
2020-01-31,977.2269897460938
2020-02-03,984.1010131835938
2020-02-04,1015.77001953125
2020-02-05,1031.97998046875
2020-02-06,1031.5400390625
2020-02-07,1009.0399780273438
2020-02-10,1000.77001953125
2020-02-11,1018.6699829101562
2020-02-12,1025.4300537109375
2020-02-13,1015.5800170898438
2020-02-14,1004.3699951171875
2020-02-18,998.9920043945312
2020-02-19,1006.510009765625
2020-02-20,993.0139770507812
2020-02-21,985.8280029296875
2020-02-24,939.6090087890625
2020-03-02,878.4749755859375
2020-03-03,866.6110229492188
2020-03-04,892.6309814453125
2020-03-05,848.3709716796875
2020-03-06,806.5540161132812
2020-03-09,689.8989868164062
2020-03-10,736.906005859375
2020-03-11,680.5050048828125
2020-03-12,594.5579833984375
2020-03-26,634.6849975585938
2020-03-27,603.18701171875
2020-03-30,614.1690063476562
2020-03-31,630.614990234375
2020-04-01,606.9329833984375
2020-04-02,615.8480224609375
2020-04-03,593.2310180664062
2020-04-06,632.9530029296875
2020-04-07,640.7340087890625
2020-04-08,663.1799926757812
2020-04-09,675.3380126953125
2020-04-13,669.8189697265625
2020-04-15,636.3709716796875
2020-04-16,634.9829711914062
2020-04-17,660.6719970703125
2020-04-20,636.5390014648438
2020-04-22,635.9730224609375
2020-04-23,644.9569702148438
2020-04-24,636.4639892578125
2020-04-27,661.958984375
2020-04-28,672.5659790039062
2020-04-29,725.1170043945312
